"","day","tripduration","starttime","stoptime","start.station.id","start.station.name","start.station.latitude","start.station.longitude","end.station.id","end.station.name","end.station.latitude","end.station.longitude","bikeid","usertype","birth.year","gender","distance","zip","elev","dew","precip","hum","snow","temp","windspeed","visibility","windchill","heatindex","fog","rain","hail","thunder","tornado","speed"
"18875","Tuesday",138,2014-03-11 09:34:41,2014-03-11 09:36:59,494,"W 26 St & 8 Ave",40.74734825,-73.99723551,388,"W 26 St & 10 Ave",40.749717753,-74.002950346,20013,"Subscriber","1979",1,"0.974","10001","9","32","-9999","50","0","50","4.6","10","-999","-9999","0","0","0","0","0",25.4086956521739
"18876","Tuesday",397,2014-03-18 09:07:52,2014-03-18 09:14:29,501,"FDR Drive & E 35 St",40.744219,-73.97121214,519,"E 42 St & Vanderbilt Ave",40.752416,-73.97837,20891,"Subscriber","1988",1,"0.922","10016","0","14","-9999","51","0","30","6.9","10","23.2","-9999","0","0","0","0","0",8.36070528967254
"18877","Monday",380,2014-03-17 15:40:35,2014-03-17 15:46:55,513,"W 56 St & 10 Ave",40.768254,-73.988639,488,"W 39 St & 9 Ave",40.75645824,-73.99372222,20082,"Subscriber","1968",1,"1.413","10019","-16","5","-9999","31","0","33.1","-9999","10","-999","-9999","0","0","0","0","0",13.3863157894737
"18879","Tuesday",322,2014-03-25 16:12:32,2014-03-25 16:17:54,72,"W 52 St & 11 Ave",40.76727216,-73.99392888,488,"W 39 St & 9 Ave",40.75645824,-73.99372222,17523,"Subscriber","1973",1,"1.41","10019","-6","12","-9999","36","0","37","6.9","10","31.6","-9999","0","0","0","0","0",15.7639751552795
"18880","Monday",260,2014-03-31 12:46:35,2014-03-31 12:50:55,284,"Greenwich Ave & 8 Ave",40.7390169121,-74.0026376103,446,"W 24 St & 7 Ave",40.74487634,-73.99529885,21603,"Subscriber","1977",1,"0.691","10011","14","30","-9999","60","0","43","8.1","10","38.2","-9999","0","0","0","0","0",9.56769230769231
"18882","Thursday",334,2014-03-27 13:11:14,2014-03-27 13:16:48,318,"E 43 St & Vanderbilt Ave",40.75320159,-73.9779874,488,"W 39 St & 9 Ave",40.75645824,-73.99372222,20169,"Subscriber","1974",1,"1.051","10017","32774","3.9","-9999","26","0","36","4.6","10","32.1","-9999","0","0","0","0","0",11.3281437125748
"18883","Tuesday",174,2014-03-18 15:01:39,2014-03-18 15:04:33,444,"Broadway & W 24 St",40.7423543,-73.98915076,379,"W 31 St & 7 Ave",40.749156,-73.9916,14993,"Subscriber","1964",1,"0.809","10010","-5","7","-9999","24","0","42.1","10.4","10","36.1","-9999","0","0","0","0","0",16.7379310344828
"18884","Tuesday",109,2014-03-25 09:57:00,2014-03-25 09:58:49,457,"Broadway & W 58 St",40.76695317,-73.98169333,500,"Broadway & W 51 St",40.76228826,-73.98336183,21018,"Subscriber","1975",1,"0.334","10019","0","12","-9999","44","0","32","4.6","10","27.5","-9999","0","0","0","0","0",11.0311926605505
"18885","Friday",200,2014-03-07 10:49:51,2014-03-07 10:53:11,472,"E 32 St & Park Ave",40.7457121,-73.98194829,536,"1 Ave & E 30 St",40.74144387,-73.97536082,21349,"Subscriber","1986",1,"0.558","10016","-3","21","-9999","69","0","30","9.2","10","21.7","-9999","0","0","0","0","0",10.044
"18886","Thursday",200,2014-03-20 10:51:17,2014-03-20 10:54:37,472,"E 32 St & Park Ave",40.7457121,-73.98194829,536,"1 Ave & E 30 St",40.74144387,-73.97536082,18371,"Subscriber","1986",1,"0.558","10016","-3","37.9","-9999","73","0","46","3.5","9","44.8","-9999","0","0","0","0","0",10.044
"18888","Wednesday",272,2014-03-26 16:18:54,2014-03-26 16:23:26,293,"Lafayette St & E 8 St",40.73028666,-73.9907647,151,"Cleveland Pl & Spring St",40.7218158,-73.99720307,20381,"Subscriber","1985",1,"0.895","10003","-32","3","-9999","27","0","34","12.7","10","25","-9999","0","0","0","0","0",11.8455882352941
"18889","Thursday",311,2014-03-27 12:48:35,2014-03-27 12:53:46,329,"Greenwich St & N Moore St",40.72043411,-74.01020609,355,"Bayard St & Baxter St",40.71602118,-73.99974372,20682,"Subscriber","1981",1,"0.852","10013","7","3","-9999","27","0","34","0","10","-999","-9999","0","0","0","0","0",9.86237942122187
"18890","Friday",305,2014-03-14 15:24:09,2014-03-14 15:29:14,379,"W 31 St & 7 Ave",40.749156,-73.9916,540,"Lexington Ave & E 26 St",40.74147286,-73.98320928,20769,"Subscriber","1989",1,"0.908","10001","-10","10","-9999","27","0","42.1","8.1","10","37.1","-9999","0","0","0","0","0",10.7173770491803
"18891","Friday",284,2014-03-07 09:05:34,2014-03-07 09:10:18,417,"Barclay St & Church St",40.71291224,-74.01020234,260,"Broad St & Bridge St",40.70365182,-74.01167797,15443,"Subscriber","1984",1,"0.922","10007","0","21","-9999","69","0","30","12.7","10","20","-9999","0","0","0","0","0",11.687323943662
"18892","Thursday",256,2014-03-06 15:32:24,2014-03-06 15:36:40,435,"W 21 St & 6 Ave",40.74173969,-73.99415556,462,"W 22 St & 10 Ave",40.74691959,-74.00451887,20813,"Subscriber","1977",1,"0.717","10011","-14","3.9","-9999","33","0","30","4.6","10","25.2","-9999","0","0","0","0","0",10.0828125
"18893","Friday",527,2014-03-14 15:04:25,2014-03-14 15:13:12,440,"E 45 St & 3 Ave",40.75255434,-73.97282625,492,"W 33 St & 7 Ave",40.75019995,-73.99093085,18031,"Subscriber","1982",1,"1.534","10017","0","10","-9999","27","0","42.1","8.1","10","37.1","-9999","0","0","0","0","0",10.4789373814042
"18894","Tuesday",310,2014-03-04 12:10:39,2014-03-04 12:15:49,500,"Broadway & W 51 St",40.76228826,-73.98336183,318,"E 43 St & Vanderbilt Ave",40.75320159,-73.9779874,16398,"Subscriber","1979",1,"0.982","10019","0","3","-9999","42","0","23","3.5","10","18.4","-9999","0","0","0","0","0",11.4038709677419
"18895","Friday",398,2014-03-07 11:14:04,2014-03-07 11:20:42,514,"12 Ave & W 40 St",40.76087502,-74.00277668,225,"W 14 St & The High Line",40.74195138,-74.00803013,21222,"Subscriber","1992",1,"1.664","10017","6","21.9","-9999","66","0","32","11.5","10","23","-9999","0","0","0","0","0",15.051256281407
"18896","Wednesday",421,2014-03-26 11:35:47,2014-03-26 11:42:48,520,"W 52 St & 5 Ave",40.75992262,-73.97648516,492,"W 33 St & 7 Ave",40.75019995,-73.99093085,21437,"Subscriber","1983",1,"1.581","10019","0","3.9","-9999","29","0","33.1","15","10","23","-9999","0","0","0","0","0",13.5192399049881
"18897","Wednesday",516,2014-03-19 14:06:26,2014-03-19 14:15:02,522,"E 51 St & Lexington Ave",40.75714758,-73.97207836,492,"W 33 St & 7 Ave",40.75019995,-73.99093085,16131,"Subscriber","1982",1,"1.781","10035","0","30","-9999","65","0","41","10.4","10","34.7","-9999","0","0","0","0","0",12.4255813953488
"18898","Thursday",178,2014-03-06 13:11:08,2014-03-06 13:14:06,116,"W 17 St & 8 Ave",40.74177603,-74.00149746,168,"W 18 St & 6 Ave",40.73971301,-73.99456405,16634,"Subscriber","1967",1,"0.819","10011","15","3","-9999","33","0","28.9","3.5","10","25.2","-9999","0","0","0","0","0",16.5640449438202
"18899","Tuesday",444,2014-03-11 10:09:05,2014-03-11 10:16:29,116,"W 17 St & 8 Ave",40.74177603,-74.00149746,477,"W 41 St & 8 Ave",40.75640548,-73.9900262,18365,"Subscriber","1978",1,"1.583","10011","15","33.1","-9999","47","0","53.1","9.2","10","-999","-9999","0","0","0","0","0",12.8351351351351
"18901","Monday",299,2014-03-24 16:30:33,2014-03-24 16:35:32,137,"E 56 St & Madison Ave",40.761628,-73.972924,318,"E 43 St & Vanderbilt Ave",40.75320159,-73.9779874,19909,"Subscriber","1971",1,"0.828","10037","0","1","-9999","25","0","34","6.9","10","28","-9999","0","0","0","0","0",9.96923076923077
"18902","Wednesday",79,2014-03-05 15:11:06,2014-03-05 15:12:25,195,"Liberty St & Broadway",40.70905623,-74.01043382,264,"Maiden Ln & Pearl St",40.70706456,-74.00731853,19327,"Subscriber","1987",1,"0.215","10005","0","9","-9999","33","0","36","8.1","10","29.6","-9999","0","0","0","0","0",9.79746835443038
"18903","Wednesday",222,2014-03-26 09:20:44,2014-03-26 09:24:26,486,"Broadway & W 29 St",40.7462009,-73.98855723,537,"Lexington Ave & E 24 St",40.74025878,-73.98409214,20766,"Subscriber","1994",1,"0.594","10001","0","10.9","-9999","43","0","30.9","9.2","10","22.8","-9999","0","0","0","0","0",9.63243243243243
"18904","Monday",142,2014-03-24 10:41:09,2014-03-24 10:43:31,494,"W 26 St & 8 Ave",40.74734825,-73.99723551,489,"10 Ave & W 28 St",40.75066386,-74.00176802,20221,"Subscriber","1956",1,"0.897","10001","-2","3","-9999","39","0","25","5.8","10","18.1","-9999","0","0","0","0","0",22.7408450704225
"18905","Tuesday",219,2014-03-18 11:55:10,2014-03-18 11:58:49,519,"E 42 St & Vanderbilt Ave",40.752416,-73.97837,472,"E 32 St & Park Ave",40.7457121,-73.98194829,14725,"Subscriber","1972",1,"0.551","10017","32785","14","-9999","46","0","33.1","11.5","10","24.4","-9999","0","0","0","0","0",9.05753424657534
"18906","Thursday",196,2014-03-20 09:35:49,2014-03-20 09:39:05,116,"W 17 St & 8 Ave",40.74177603,-74.00149746,459,"W 20 St & 11 Ave",40.746745,-74.007756,21626,"Subscriber","1980",1,"0.593","10011","-1","39","-9999","82","0","44.1","5.8","7","40.8","-9999","0","0","0","0","0",10.8918367346939
"18907","Wednesday",277,2014-03-12 16:33:33,2014-03-12 16:38:10,147,"Greenwich St & Warren St",40.71542197,-74.01121978,386,"Centre St & Worth St",40.71494807,-74.00234482,16736,"Subscriber","1970",1,"0.772","10007","-6","42.1","-9999","60","0","55.9","3.5","7","-999","-9999","0","0","0","0","0",10.0332129963899
"18908","Thursday",224,2014-03-06 15:38:42,2014-03-06 15:42:26,173,"Broadway & W 49 St",40.76064679,-73.98442659,479,"9 Ave & W 45 St",40.76019252,-73.9912551,19704,"Subscriber","1972",1,"0.519","10019","32782","3.9","-9999","33","0","30","4.6","10","25.2","-9999","0","0","0","0","0",8.34107142857143
"18909","Wednesday",224,2014-03-12 09:00:25,2014-03-12 09:04:09,173,"Broadway & W 49 St",40.76064679,-73.98442659,479,"9 Ave & W 45 St",40.76019252,-73.9912551,20986,"Subscriber","1982",1,"0.519","10019","32782","35.1","-9999","63","0","46.9","4.6","7","-999","-9999","0","0","0","0","0",8.34107142857143
"18910","Wednesday",162,2014-03-12 15:53:07,2014-03-12 15:55:49,212,"W 16 St & The High Line",40.74334935,-74.00681753,116,"W 17 St & 8 Ave",40.74177603,-74.00149746,17727,"Subscriber","1954",1,"0.384","10011","1","42.1","-9999","66","0","53.1","8.1","7","-999","-9999","0","0","0","0","0",8.53333333333333
"18911","Tuesday",149,2014-03-25 15:32:18,2014-03-25 15:34:47,267,"Broadway & W 36 St",40.75097711,-73.98765428,523,"W 38 St & 8 Ave",40.75466591,-73.99138152,21591,"Subscriber","1970",1,"0.495","10018","32801","10.9","-9999","33","0","37.9","6.9","10","32.7","-9999","0","0","0","0","0",11.9597315436242
"18912","Wednesday",290,2014-03-12 16:53:22,2014-03-12 16:58:12,293,"Lafayette St & E 8 St",40.73028666,-73.9907647,168,"W 18 St & 6 Ave",40.73971301,-73.99456405,18326,"Subscriber","1971",1,"1.011","10003","-28","42.1","-9999","60","0","55.9","3.5","7","-999","-9999","0","0","0","0","0",12.5503448275862
"18913","Tuesday",171,2014-03-11 09:20:20,2014-03-11 09:23:11,318,"E 43 St & Vanderbilt Ave",40.75320159,-73.9779874,493,"W 45 St & 6 Ave",40.7568001,-73.98291153,19406,"Subscriber","1971",1,"0.389","10017","0","32","-9999","50","0","50","4.6","10","-999","-9999","0","0","0","0","0",8.18947368421053
"18914","Monday",174,2014-03-17 10:13:22,2014-03-17 10:16:16,387,"Centre St & Chambers St",40.71273266,-74.0046073,309,"Murray St & West St",40.7149787,-74.013012,19752,"Subscriber","1989",1,"0.616","10007","-32793","1.9","-9999","38","0","24.1","11.5","10","13.1","-9999","0","0","0","0","0",12.7448275862069
"18915","Wednesday",232,2014-03-12 12:44:13,2014-03-12 12:48:05,446,"W 24 St & 7 Ave",40.74487634,-73.99529885,388,"W 26 St & 10 Ave",40.749717753,-74.002950346,18055,"Subscriber","1984",1,"1.499","10001","-13","43","-9999","64","0","55","4.6","8","-999","-9999","0","0","0","0","0",23.2603448275862
"18917","Monday",196,2014-03-24 09:12:08,2014-03-24 09:15:24,486,"Broadway & W 29 St",40.7462009,-73.98855723,540,"Lexington Ave & E 26 St",40.74147286,-73.98320928,14536,"Subscriber","1990",1,"0.529","10001","-12","3.9","-9999","42","0","24.1","8.1","10","15.2","-9999","0","0","0","0","0",9.71632653061225
"18919","Friday",295,2014-03-21 09:16:22,2014-03-21 09:21:17,526,"E 33 St & 5 Ave",40.74765947,-73.98490707,527,"E 33 St & 1 Ave",40.74315566,-73.97434726,16578,"Subscriber","1982",1,"0.953","10016","32801","19","-9999","43","0","39.9","6.9","10","35.1","-9999","0","0","0","0","0",11.6298305084746
"18920","Friday",239,2014-03-07 09:16:21,2014-03-07 09:20:20,537,"Lexington Ave & E 24 St",40.74025878,-73.98409214,486,"Broadway & W 29 St",40.7462009,-73.98855723,16928,"Subscriber","1984",1,"1.003","10010","0","21","-9999","69","0","30","12.7","10","20","-9999","0","0","0","0","0",15.107949790795
"18921","Monday",681,2014-03-17 16:45:19,2014-03-17 16:56:40,72,"W 52 St & 11 Ave",40.76727216,-73.99392888,318,"E 43 St & Vanderbilt Ave",40.75320159,-73.9779874,15309,"Subscriber","1967",1,"1.693","10019","-32780","3","-9999","28","0","33.1","9.2","10","25.5","-9999","0","0","0","0","0",8.94977973568282
"18922","Wednesday",192,2014-03-26 16:28:37,2014-03-26 16:31:49,128,"MacDougal St & Prince St",40.72710258,-74.00297088,151,"Cleveland Pl & Spring St",40.7218158,-73.99720307,14715,"Subscriber","1978",1,"0.771","10012","4","3","-9999","27","0","34","12.7","10","25","-9999","0","0","0","0","0",14.45625
"18923","Wednesday",276,2014-03-05 11:07:03,2014-03-05 11:11:39,260,"Broad St & Bridge St",40.70365182,-74.01167797,417,"Barclay St & Church St",40.71291224,-74.01020234,15235,"Subscriber","1984",1,"0.798","10004","0","10","-9999","35","0","35.1","4.6","10","31","-9999","0","0","0","0","0",10.4086956521739
"18924","Tuesday",136,2014-03-18 15:38:27,2014-03-18 15:40:43,293,"Lafayette St & E 8 St",40.73028666,-73.9907647,432,"E 7 St & Avenue A",40.72621788,-73.98379855,17889,"Subscriber","1980",1,"0.719","10003","-38","7","-9999","24","0","42.1","10.4","10","36.1","-9999","0","0","0","0","0",19.0323529411765
"18925","Tuesday",300,2014-03-25 13:53:34,2014-03-25 13:58:34,352,"W 56 St & 6 Ave",40.76340613,-73.97722479,359,"E 47 St & Park Ave",40.75510267,-73.97498696,19989,"Subscriber","1982",1,"0.91","10019","0","7","-9999","28","0","37.9","11.5","10","30.5","-9999","0","0","0","0","0",10.92
"18926","Monday",416,2014-03-24 16:03:10,2014-03-24 16:10:06,359,"E 47 St & Park Ave",40.75510267,-73.97498696,492,"W 33 St & 7 Ave",40.75019995,-73.99093085,21103,"Subscriber","1970",1,"1.497","10035","0","1","-9999","25","0","34","6.9","10","28","-9999","0","0","0","0","0",12.9548076923077
"18927","Thursday",288,2014-03-27 16:59:14,2014-03-27 17:04:02,386,"Centre St & Worth St",40.71494807,-74.00234482,147,"Greenwich St & Warren St",40.71542197,-74.01121978,15898,"Subscriber","1981",1,"0.708","10007","6","3.9","-9999","21","0","42.1","5.8","10","38.4","-9999","0","0","0","0","0",8.85
"18928","Friday",228,2014-03-28 09:09:30,2014-03-28 09:13:18,388,"W 26 St & 10 Ave",40.749717753,-74.002950346,521,"8 Ave & W 31 St",40.75044999,-73.99481051,20583,"Subscriber","1969",1,"0.605","10001","-5","36","-9999","59","0","50","-9999","10","-999","-9999","0","0","0","0","0",9.55263157894737
"18929","Friday",114,2014-03-07 13:09:58,2014-03-07 13:11:52,453,"W 22 St & 8 Ave",40.74475148,-73.99915362,462,"W 22 St & 10 Ave",40.74691959,-74.00451887,18856,"Subscriber","1976",1,"0.566","10011","-8","21.9","-9999","66","0","32","5.8","10","26.4","-9999","0","0","0","0","0",17.8736842105263
"18930","Monday",270,2014-03-31 16:48:17,2014-03-31 16:52:47,476,"E 31 St & 3 Ave",40.74394314,-73.97966069,379,"W 31 St & 7 Ave",40.749156,-73.9916,16281,"Subscriber","1971",1,"0.925","10016","-18","33.1","-9999","45","0","54","5.8","10","-999","-9999","0","0","0","0","0",12.3333333333333
"18931","Wednesday",291,2014-03-05 09:37:52,2014-03-05 09:42:43,523,"W 38 St & 8 Ave",40.75466591,-73.99138152,526,"E 33 St & 5 Ave",40.74765947,-73.98490707,18016,"Subscriber","1980",1,"0.712","10018","-32801","8.1","-9999","38","0","30.9","4.6","10","26.2","-9999","0","0","0","0","0",8.80824742268041
"18932","Friday",181,2014-03-21 11:42:23,2014-03-21 11:45:24,546,"E 30 St & Park Ave S",40.74444921,-73.98303529,536,"1 Ave & E 30 St",40.74144387,-73.97536082,21110,"Subscriber","1985",1,"0.468","10016","-28","19","-9999","38","0","43","6.9","10","38.8","-9999","0","0","0","0","0",9.30828729281768
"18933","Tuesday",372,2014-03-18 16:47:41,2014-03-18 16:53:53,128,"MacDougal St & Prince St",40.72710258,-74.00297088,168,"W 18 St & 6 Ave",40.73971301,-73.99456405,21259,"Subscriber","1977",1,"1.06","10012","8","7","-9999","24","0","42.1","6.9","10","37.7","-9999","0","0","0","0","0",10.258064516129
"18934","Wednesday",228,2014-03-12 17:00:43,2014-03-12 17:04:31,153,"E 40 St & 5 Ave",40.752062307,-73.9816324043,498,"Broadway & W 32 St",40.74854862,-73.98808416,14794,"Subscriber","1980",1,"0.692","10017","-32828","46.9","0.01","83","0","52","4.6","2","-999","-9999","0","1","0","0","0",10.9263157894737
"18937","Wednesday",282,2014-03-12 09:13:16,2014-03-12 09:17:58,173,"Broadway & W 49 St",40.76064679,-73.98442659,72,"W 52 St & 11 Ave",40.76727216,-73.99392888,15296,"Subscriber","1983",1,"0.996","10019","32780","35.1","-9999","63","0","46.9","4.6","7","-999","-9999","0","0","0","0","0",12.7148936170213
"18938","Friday",189,2014-03-28 12:11:04,2014-03-28 12:14:13,257,"Lispenard St & Broadway",40.71939226,-74.00247214,249,"Harrison St & Hudson St",40.71870987,-74.0090009,21092,"Subscriber","1966",1,"0.815","10013","2","43","0.04","77","0","50","11.5","7","-999","-9999","0","1","0","0","0",15.5238095238095
"18940","Friday",115,2014-03-21 09:27:07,2014-03-21 09:29:02,285,"Broadway & E 14 St",40.73454567,-73.99074142,293,"Lafayette St & E 8 St",40.73028666,-73.9907647,17423,"Subscriber","1989",1,"0.395","10003","15","19","-9999","43","0","39.9","6.9","10","35.1","-9999","0","0","0","0","0",12.3652173913044
"18941","Wednesday",238,2014-03-12 10:31:54,2014-03-12 10:35:52,293,"Lafayette St & E 8 St",40.73028666,-73.9907647,254,"W 11 St & 6 Ave",40.73532427,-73.99800419,18650,"Subscriber","1983",1,"0.616","10003","-32","37","-9999","64","0","48.9","5.8","7","-999","-9999","0","0","0","0","0",9.31764705882353
"18942","Thursday",248,2014-03-13 15:11:40,2014-03-13 15:15:48,293,"Lafayette St & E 8 St",40.73028666,-73.9907647,345,"W 13 St & 6 Ave",40.73649403,-73.99704374,21320,"Subscriber","1977",1,"0.657","10003","-34","-0.9","-9999","30","0","27","12.7","10","16.1","-9999","0","0","0","0","0",9.53709677419355
"18943","Thursday",302,2014-03-27 13:35:49,2014-03-27 13:40:51,355,"Bayard St & Baxter St",40.71602118,-73.99974372,329,"Greenwich St & N Moore St",40.72043411,-74.01020609,21108,"Subscriber","1981",1,"1.121","10013","-7","3.9","-9999","26","0","36","4.6","10","32.1","-9999","0","0","0","0","0",13.3629139072848
"18945","Tuesday",317,2014-03-18 09:04:05,2014-03-18 09:09:22,379,"W 31 St & 7 Ave",40.749156,-73.9916,402,"Broadway & E 22 St",40.7403432,-73.98955109,14777,"Subscriber","1983",1,"0.768","10001","-7","14","-9999","51","0","30","6.9","10","23.2","-9999","0","0","0","0","0",8.7217665615142
"18946","Thursday",224,2014-03-20 12:34:03,2014-03-20 12:37:47,379,"W 31 St & 7 Ave",40.749156,-73.9916,444,"Broadway & W 24 St",40.7423543,-73.98915076,15784,"Subscriber","1986",1,"0.617","10001","5","30.9","-9999","48","0","50","10.4","10","-999","-9999","0","0","0","0","0",9.91607142857143
"18947","Monday",156,2014-03-24 12:08:52,2014-03-24 12:11:28,432,"E 7 St & Avenue A",40.72621788,-73.98379855,300,"Shevchenko Pl & E 6 St",40.728145,-73.990214,19170,"Subscriber","1988",1,"0.403","10009","6","1.9","-9999","32","0","28.9","4.6","10","23.9","-9999","0","0","0","0","0",9.3
"18948","Monday",351,2014-03-31 11:23:13,2014-03-31 11:29:04,450,"W 49 St & 8 Ave",40.76227205,-73.98788205,490,"8 Ave & W 33 St",40.751551,-73.993934,15612,"Subscriber","1955",1,"1.349","10019","-5","30","-9999","65","0","41","10.4","10","34.7","-9999","0","0","0","0","0",13.8358974358974
"18949","Thursday",207,2014-03-06 13:25:01,2014-03-06 13:28:28,458,"11 Ave & W 27 St",40.751396,-74.005226,494,"W 26 St & 8 Ave",40.74734825,-73.99723551,15427,"Subscriber","1985",1,"0.547","10001","-4","3","-9999","33","0","28.9","3.5","10","25.2","-9999","0","0","0","0","0",9.51304347826087
"18950","Tuesday",195,2014-03-11 09:58:59,2014-03-11 10:02:14,469,"Broadway & W 53 St",40.76344058,-73.98268129,480,"W 53 St & 10 Ave",40.76669671,-73.99061728,14782,"Subscriber","1985",1,"0.477","10019","-7","32","-9999","50","0","50","4.6","10","-999","-9999","0","0","0","0","0",8.80615384615385
